"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"S.A.N.D.I.S.O.N.. A.","BIBLIOMETRICS - A BIBLIOGRAPHY AND INDEX, VOL 1 1874-1959 - PRITCHARD,A, WITTIG,GR","1982","SOCIAL SCIENCE INFORMATION STUDIES","10.1016/0143-6236(82)90021-7","N/A","N/A"
"Singh H.P.","Alternative research bibliometrics: It's about quality and not quantity","2022","SHOULDER & ELBOW","10.1177/17585732211058453","N/A","N/A"
"Quinn N.; Hensey O.; McDowell D.T.","A Historical Perspective of Pediatric Publications: A Bibliometric Analysis","2013","PEDIATRICS","10.1542/peds.2013-0283","N/A","Bibliometrics; pediatrics; citation analysis"
"Khor K.A.; Yu L.G.","Global Research Trends in Thermal Sprayed Coatings Technology Analyzed with Bibliometrics Tools","2015","JOURNAL OF THERMAL SPRAY TECHNOLOGY","10.1007/s11666-015-0337-9","N/A","N/A"
"Vera-Polania F.; Muñoz-Urbano M.; Bañol-Giraldo A.M.; Jimenez-Rincon M.; Granados-Alvarez S.; Rodriguez-Morales A.J.","Bibliometric assessment of scientific production of literature on chikungunya","2015","JOURNAL OF INFECTION AND PUBLIC HEALTH","10.1016/j.jiph.2015.03.006","N/A","Bibliometrics; Chikungunya; Epidemiology; Emerging"
"Rushforth A.D.; Weaire D.","All or nothing? Debating the role of evaluative bibliometrics in the research system","2016","RESEARCH EVALUATION","10.1093/reseval/rvw004","N/A","N/A"
"Atanassova I.; Bertin M.; Mayr P.","Mining Scientific Papers for Bibliometrics: a (very) Brief Survey of Methods and Tools","2015","PROCEEDINGS OF ISSI 2015 ISTANBUL: 15TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE","N/A","N/A","N/A"
"P.O.T.T.E.R.. W.G.","OF MAKING MANY BOOKS THERE IS NO END - BIBLIOMETRICS AND LIBRARIES","1988","JOURNAL OF ACADEMIC LIBRARIANSHIP","N/A","N/A","N/A"
"Turecek F.","How I have learnt to ignore bibliometrics","2024","MASS SPECTROMETRY REVIEWS","10.1002/mas.21815","N/A","N/A"
"S.I.M.O.N.. H.R.","BIBLIOMETRICS - A BIBLIOGRAPHY AND INDEX, VOL 1, 1874-1959 - PRITCHARD,A, WITTIG,GR","1982","NACHRICHTEN FUR DOKUMENTATION","N/A","N/A","N/A"
"Pandit J.J.; Popat M.T.","Difficult Airway Bibliometrics: Importance of Capturing the Correct Literature","2017","ANESTHESIA AND ANALGESIA","10.1213/ANE.0000000000002514","N/A","N/A"
"W.H.I.T.R.O.W.. M.","BIBLIOMETRICS - A BIBLIOGRAPHY AND INDEX, VOL 1, 1874-1959 - PRITCHARD,A","1982","ANNALS OF SCIENCE","N/A","N/A","N/A"
"Fassoulaki A.; Vassi A.; Kardasis A.; Chantziara V.","Altmetrics versus traditional bibliometrics <i>Short</i>-<i>time lag and short</i>-<i>time life</i>?","2020","EUROPEAN JOURNAL OF ANAESTHESIOLOGY","10.1097/EJA.0000000000001208","N/A","N/A"
"Staller K.M.","Accountability metrics, politics, and qualitative inquiry: Demystifying bibliometrics","2017","QUALITATIVE SOCIAL WORK","10.1177/1473325017713881","N/A","N/A"
"Patel A.; Chavda J.","Measuring research impact: bibliometrics, social media, altmetrics, and the <i>BJGP</i>","2016","BRITISH JOURNAL OF GENERAL PRACTICE","10.3399/bjgp16X683353","N/A","N/A"
"Kudlow P.; Eysenbach G.","TrendMD: An academic content discovery platform","2014","E-HEALTH - FOR CONTINUITY OF CARE","10.3233/978-1-61499-432-9-1259","N/A","Informatics; bibliometrics; content marketing; content discovery"
"Carbone P.","Impact Factor and Research Quality","2014","IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE","10.1109/MIM.2014.6968928","N/A","Bibliometrics; Educational institutions; Communities; History; Proposals; Libraries"
"Thompson D.F.; Walker C.K.","A Descriptive and Historical Review of Bibliometrics with Applications to Medical Sciences","2015","PHARMACOTHERAPY","10.1002/phar.1586","The discipline of bibliometrics involves the application of mathematical and statistical methods to scholarly publications. The first attempts at systematic data collection were provided by Alfred Lotka and Samuel Bradford, who subsequently established the foundational laws of bibliometrics. Eugene Garfield ushered in the modern era of bibliometrics with the routine use of citation analysis and systematized processing. Key elements of bibliometric analysis include database coverage, consistency and accuracy of the data, data fields, search options, and analysis and use of metrics. A number of bibliometric applications are currently being used in medical science and health care. Bibliometric parameters and indexes may be increasingly used by grant funding sources as measures of research success. Universities may build benchmarking standards from bibliometric data to determine academic achievement through promotion and tenure guidelines in the future. This article reviews the history, definition, laws, and elements of bibliometric principles and provides examples of bibliometric applications to the broader health care community. To accomplish this, the Medline (1966-2014) and Web of Science (1945-2014) databases were searched to identify relevant articles; select articles were also cross-referenced. Articles selected were those that provided background, history, descriptive analysis, and application of bibliometric principles and metrics to medical science and health care. No attempt was made to cover all areas exhaustively; rather, key articles were chosen that illustrate bibliometric concepts and enhance the reader's knowledge. It is important that faculty and researchers understand the limitations and appropriate uses of bibliometric data. Bibliometrics has considerable potential as a research area for health care scientists and practitioners that can be used to discover new information about academic trends, pharmacotherapy, disease, and broader health sciences trends.","bibliometrics; history; laws; application; pharmacy; medicine; publications"
"Dutt E.; Hurst J.R.","Comparing traditional bibliometrics and Altmetric assessments of research impact in respiratory disease","2023","ERJ OPEN RESEARCH","10.1183/23120541.00602-2023","N/A","N/A"
"Lund B.","Bibliometrics Is Valuable Science. Why Do Some Journals Seem to Oppose It?","2022","JOURNAL OF DATA AND INFORMATION SCIENCE","10.2478/jdis-2022-0012","N/A","N/A"
"L.I.E.V.R.O.U.W.. L.A.","BIBLIOMETRICS AND INVISIBLE-COLLEGES - AT THE INTERSECTION OF COMMUNICATION-RESEARCH AND INFORMATION-SCIENCE","1988","PROCEEDINGS OF THE ASIS ANNUAL MEETING","N/A","N/A","N/A"
"Chang H.; Lei C.P.; Li Q.D.; Ma J.L.; Jia L.","RESEARCH HOTSPOTS AND FRONTIER TRENDS IN HUMAN ENHANCEMENT TECHNOLOGIES: BIBLIOMETRICS AND VISUAL ANALYSIS","2023","MEDICINE","N/A","N/A","N/A"
"Borchardt R.","Tell your story your way: Why chemistry professionals should understand bibliometrics and altmetrics","2017","ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY","N/A","N/A","N/A"
"Claveau F.","There should not be any mystery: A comment on sampling issues in bibliometrics","2016","JOURNAL OF INFORMETRICS","10.1016/j.joi.2016.09.009","N/A","N/A"
"Puche R.C.","Impact factor, its variants and its influence in academic promotion","2011","MEDICINA-BUENOS AIRES","N/A","Impact factor, its variants and its influence in academic promotion. Bibliometrics is a set of methods used to study or measure texts and information. While bibliometric methods are most often used in the field of library and information science, bibliometrics variables have wide applications in other areas. One popular bibliometric variable is Garfield's Impact Factor (IF). IF is used to explore the impact of a given field, the impact of a set of researchers, or the impact of a particular paper. This variable is used to assess academic output and it is believed to affect adversely the traditional approach and assessment of scientific research. In our country, the members of the evaluation committees of intensive research institutions, e.g. the National Scientific and Technical Research Council (CONICET) use IF to assess the quality of research. This article revises the exponential growth of bibliometrics and attempts to expose the overall dissatisfaction with the analytical quality of IF. Such dissatisfaction is expressed in the number of investigations attempting to obtain a better variable of improved analytical quality.","bibliometrics; impact factor; scientometrics"
"Shao Y.; Chen G.","Consistency Comparison of Four Typical Data Set Construction Methods for Domain Analysis in Bibliometrics","2019","17TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI2019), VOL II","N/A","N/A","N/A"
"O'Connor D.J.; Barkley L.R.; Kerin M.J.","Roles and Directions of Mesenchymal Stromal Cells In Cancer Lessons From Bibliometrics","2019","IRISH JOURNAL OF MEDICAL SCIENCE","N/A","N/A","N/A"
"C.R.O.N.I.N.. B.; W.E.A.V.E.R.W.O.Z.N.I.A.K.. S.","ONLINE ACCESS TO ACKNOWLEDGMENTS","1993","14TH NATIONAL ONLINE MEETING : PROCEEDINGS 1993","N/A","N/A","ACKNOWLEDGMENTS; CITATION ANALYSIS; RESEARCH EVALUATION; SCHOLARLY COMMUNICATION; BIBLIOMETRICS"
"Nuviola K.A.; Macías Y.C.; Martínez O.R.; Isaac M.T.; Rodríguez G.R.","Scientific visibility of Territorial Research Station of Sugar Cane South-East, a point of view to take in consideration","2021","CENTRO AGRICOLA","N/A","The objective of this work was to analyze the scientific production obtained by the research and specialist of South West Sugarcane Research Center during the period 2010-2017, through the use of bibliometrics indicators of production, collaboration, and consumption. The database in the evaluated period were analyzed 127 articles and 1432 bibliographical references, in this stage an average of 16 articles were published per year, with a predominance of the Spanish language in 96.85 % of the publications. The 1.8 % were large producers with a productivity overall index of 2.1. The references used in the articles presented a Price index of 23.5 with a decreasing trend.","bibliometry; bibliometrics studies; bibliometrics indicators; scientific productivity"
"Bicheng D.; Adnan N.; Harji M.B.; Ravindran L.","Evolution and hotspots of peer instruction: a visualized analysis using CiteSpace","2023","EDUCATION AND INFORMATION TECHNOLOGIES","10.1007/s10639-022-11218-x","This paper presents the outcome of the bibliometrics analysis of research sourced from the Web of Science collection. A research evolution, hotspots of peer instruction, and potential topics using bibliometrics to visualize related research from 1971 to 2022 was conducted, using CiteSpace to analyze keywords co-occurrence, time zone, burst detection and strategic diagram. Six themes emerged: competence, technology, outcome, participation, students' ability, and others. Among them, benefits to students, such as improving students' ability, confidence, and learning performance are the hotspots. Teachers' perspectives, exploration of the implementation model, students' attitudes, motivation, demands, and cognition are potential topics for future research.","Peer instruction; Research review; Bibliometrics; Visualization; CiteSpace"
"Peritz B.C.; Bar-Ilan J.","The sources used by bibliometrics-scientometrics as reflected in references","2002","SCIENTOMETRICS","10.1023/A:1016018013096","The aim of this study was to examine the extent to which the field of bibliometrics and scientometrics makes use of sources outside the field. The research was carried out by examining the references of articles published in Scientometrics in the course of two calendar years, 1990, 2000. The results show that in 2000, 56.9% (and 47.3% in 1990) of the references originated from three fields: scientometrics and bibliometrics; library and information science; and the sociology, history and philosophy of science. When comparing the two periods, there is also a considerable increase in journal self-citation (i.e., references to the journal Scientometrics) and in the percentage of references to journals.","N/A"
"Torny D.","The derivatives of the evaluation of the research. The good use of bibliometrics","2014","SOCIOLOGIE DU TRAVAIL","10.1016/j.soctra.2014.06.010","N/A","N/A"
"Ward D.S.; Wu C.L.","Don't forget mentoring","2012","ANAESTHESIA","10.1111/j.1365-2044.2011.07031.x","N/A","N/A"
"Debackere K.; Glänzel W.","Five years of policy-based bibliometrics in Flanders:: An overview and a reflection","2005","ISSI 2005: Proceedings of the 10th International Conference of the International Society for Scientometrics and Informetrics, Vols 1 and 2","N/A","N/A","N/A"
